sourceName,objectType,system,layer,baseName,side,suffix,paren,proposedAnatomyId,polyCount,include
Fauces.j,MESH,Visceral systems,organ,Fauces,,j,,organ.fauces,0,
Fibrous appendix of liver.j,MESH,Visceral systems,organ,Fibrous appendix of liver,,j,,organ.fibrousAppendixOfLiver,0,
Fissure for ligamentum teres.j,MESH,Visceral systems,organ,Fissure for ligamentum teres,,j,,organ.fissureForLigamentumTeres,0,
Fissure for ligamentum venosum.j,MESH,Visceral systems,organ,Fissure for ligamentum venosum,,j,,organ.fissureForLigamentumVenosum,0,
Fossa for gallbladder.j,MESH,Visceral systems,organ,Fossa for gallbladder,,j,,organ.fossaForGallbladder,0,
Free taenia,MESH,Visceral systems,organ,Free taenia,,,,organ.freeTaenia,84,
Fundus of bladder.j,MESH,Visceral systems,organ,Fundus of bladder,,j,,organ.fundusOfBladder,0,
Fundus of gallbladder.j,MESH,Visceral systems,organ,Fundus of gallbladder,,j,,organ.fundusOfGallbladder,0,
Fundus of stomach.j,MESH,Visceral systems,organ,Fundus of stomach,,j,,organ.fundusOfStomach,0,
Gallbladder,MESH,Visceral systems,organ,Gallbladder,,,,organ.gallbladder,368,
Gastric impression of liver.j,MESH,Visceral systems,organ,Gastric impression of liver,,j,,organ.gastricImpressionOfLiver,0,
Genital systems.j,MESH,Visceral systems,organ,Genital systems,,j,,organ.genitalSystems,0,
Gingiva,MESH,Visceral systems,organ,Gingiva,,,,organ.gingiva,4065,
Glans penis,MESH,Visceral systems,organ,Glans penis,,,,organ.glansPenis,1391,
Greater curvature of stomach.j,MESH,Visceral systems,organ,Greater curvature of stomach,,j,,organ.greaterCurvatureOfStomach,0,
Greater omentum,MESH,Visceral systems,organ,Greater omentum,,,,organ.greaterOmentum,1212,
Head of pancreas.j,MESH,Visceral systems,organ,Head of pancreas,,j,,organ.headOfPancreas,0,
Hilum of kidney.j,MESH,Visceral systems,organ,Hilum of kidney,,j,,organ.hilumOfKidney,0,
Hilum of lung.j,MESH,Visceral systems,organ,Hilum of lung,,j,,organ.hilumOfLung,0,
Hilum of suprarenal gland.j,MESH,Visceral systems,organ,Hilum of suprarenal gland,,j,,organ.hilumOfSuprarenalGland,0,
Horizontal fissure of right lung.j,MESH,Visceral systems,organ,Horizontal fissure of right lung,,j,,organ.horizontalFissureOfRightLung,0,
Hypophysis.j,MESH,Visceral systems,organ,Hypophysis,,j,,organ.hypophysis,0,
Inferior border of liver.j,MESH,Visceral systems,organ,Inferior border of liver,,j,,organ.inferiorBorderOfLiver,0,
Inferior border of lung.j,MESH,Visceral systems,organ,Inferior border of lung,,j,,organ.inferiorBorderOfLung,0,
Inferior border of pancreas.j,MESH,Visceral systems,organ,Inferior border of pancreas,,j,,organ.inferiorBorderOfPancreas,0,
Inferior lingular segment of left lung (SV).j,MESH,Visceral systems,organ,Inferior lingular segment of left lung (SV),,j,,organ.inferiorLingularSegmentOfLeftLungSv,0,
Inferior lingular segmental bronchus of left lung (BV),CURVE,Visceral systems,organ,Inferior lingular segmental bronchus of left lung (BV),,,,organ.inferiorLingularSegmentalBronchusOfLeftLungBv,0,
Inferior lobe of left lung,MESH,Visceral systems,organ,Inferior lobe of left lung,,,,organ.inferiorLobeOfLeftLung,1177,
Inferior lobe of right lung,MESH,Visceral systems,organ,Inferior lobe of right lung,,,,organ.inferiorLobeOfRightLung,1076,
Inferior parathyroid gland.l,MESH,Visceral systems,organ,Inferior parathyroid gland,left,l,,organ.inferiorParathyroidGland,4,
Inferior parathyroid gland.r,MESH,Visceral systems,organ,Inferior parathyroid gland,right,r,,organ.inferiorParathyroidGland,4,
Inferior pole of kidney.j,MESH,Visceral systems,organ,Inferior pole of kidney,,j,,organ.inferiorPoleOfKidney,0,
Inferior pole of testis.j,MESH,Visceral systems,organ,Inferior pole of testis,,j,,organ.inferiorPoleOfTestis,0,
Infundibular stalk.j,MESH,Visceral systems,organ,Infundibular stalk,,j,,organ.infundibularStalk,0,
Infundibulum of gallbladder.j,MESH,Visceral systems,organ,Infundibulum of gallbladder,,j,,organ.infundibulumOfGallbladder,0,
Interlobar surface of lung.j,MESH,Visceral systems,organ,Interlobar surface of lung,,j,,organ.interlobarSurfaceOfLung,0,
Intermediate bronchus.r,CURVE,Visceral systems,organ,Intermediate bronchus,right,r,,organ.intermediateBronchus,0,
Isthmus of thyroid gland.j,MESH,Visceral systems,organ,Isthmus of thyroid gland,,j,,organ.isthmusOfThyroidGland,0,
Jejunum,CURVE,Visceral systems,organ,Jejunum,,,,organ.jejunum,0,
Kidney.l,MESH,Visceral systems,organ,Kidney,left,l,,organ.kidney,2982,
Kidney.r,MESH,Visceral systems,organ,Kidney,right,r,,organ.kidney,2319,
Large intestine.j,MESH,Visceral systems,organ,Large intestine,,j,,organ.largeIntestine,0,
Laryngopharynx,MESH,Visceral systems,organ,Laryngopharynx,,,,organ.laryngopharynx,72,
Larynx.j,MESH,Visceral systems,organ,Larynx,,j,,organ.larynx,0,
Lateral basal segment of left lung (SIX).j,MESH,Visceral systems,organ,Lateral basal segment of left lung (SIX),,j,,organ.lateralBasalSegmentOfLeftLungSix,0,
Lateral basal segment of right lung (SIX).j,MESH,Visceral systems,organ,Lateral basal segment of right lung (SIX),,j,,organ.lateralBasalSegmentOfRightLungSix,0,
Lateral basal segmental bronchus of left lung (BIX),CURVE,Visceral systems,organ,Lateral basal segmental bronchus of left lung (BIX),,,,organ.lateralBasalSegmentalBronchusOfLeftLungBix,0,
Lateral basal segmental bronchus of right lung (BIX),CURVE,Visceral systems,organ,Lateral basal segmental bronchus of right lung (BIX),,,,organ.lateralBasalSegmentalBronchusOfRightLungBix,0,
Lateral border of kidney.j,MESH,Visceral systems,organ,Lateral border of kidney,,j,,organ.lateralBorderOfKidney,0,
Lateral segment of right lung (SIV).j,MESH,Visceral systems,organ,Lateral segment of right lung (SIV),,j,,organ.lateralSegmentOfRightLungSiv,0,
Lateral segmental bronchus of right lung (BIV),CURVE,Visceral systems,organ,Lateral segmental bronchus of right lung (BIV),,,,organ.lateralSegmentalBronchusOfRightLungBiv,0,
Lateral surface of testis.j,MESH,Visceral systems,organ,Lateral surface of testis,,j,,organ.lateralSurfaceOfTestis,0,
Left anterior lateral segment of liver (III),MESH,Visceral systems,organ,Left anterior lateral segment of liver (III),,,,organ.leftAnteriorLateralSegmentOfLiverIii,433,
Left anterior lateral segment of liver (III).j,MESH,Visceral systems,organ,Left anterior lateral segment of liver (III),,j,,organ.leftAnteriorLateralSegmentOfLiverIii,0,
Left inferior lobar bronchus,CURVE,Visceral systems,organ,Left inferior lobar bronchus,,,,organ.leftInferiorLobarBronchus,0,
Left lateral division of liver.j,MESH,Visceral systems,organ,Left lateral division of liver,,j,,organ.leftLateralDivisionOfLiver,0,
Left lobe of liver.j,MESH,Visceral systems,organ,Left lobe of liver,,j,,organ.leftLobeOfLiver,0,
Left lung.j,MESH,Visceral systems,organ,Left lung,,j,,organ.leftLung,0,
Left main bronchus,CURVE,Visceral systems,organ,Left main bronchus,,,,organ.leftMainBronchus,0,
Left medial division of liver.j,MESH,Visceral systems,organ,Left medial division of liver,,j,,organ.leftMedialDivisionOfLiver,0,
Left medial segment of liver (IV),MESH,Visceral systems,organ,Left medial segment of liver (IV),,,,organ.leftMedialSegmentOfLiverIv,604,
Left medial segment of liver (IV).j,MESH,Visceral systems,organ,Left medial segment of liver (IV),,j,,organ.leftMedialSegmentOfLiverIv,0,
Left part of liver.j,MESH,Visceral systems,organ,Left part of liver,,j,,organ.leftPartOfLiver,0,
Left posterior lateral segment of liver (II),MESH,Visceral systems,organ,Left posterior lateral segment of liver (II),,,,organ.leftPosteriorLateralSegmentOfLiverIi,419,
Left posterior lateral segment of liver (II).j,MESH,Visceral systems,organ,Left posterior lateral segment of liver (II),,j,,organ.leftPosteriorLateralSegmentOfLiverIi,0,
Left superior lobar bronchus,CURVE,Visceral systems,organ,Left superior lobar bronchus,,,,organ.leftSuperiorLobarBronchus,0,
Lesser curvature of stomach.j,MESH,Visceral systems,organ,Lesser curvature of stomach,,j,,organ.lesserCurvatureOfStomach,0,
Lesser omentum,MESH,Visceral systems,organ,Lesser omentum,,,,organ.lesserOmentum,70,
Lingula of left lung.j,MESH,Visceral systems,organ,Lingula of left lung,,j,,organ.lingulaOfLeftLung,0,
Liver,MESH,Visceral systems,organ,Liver,,,,organ.liver,1573,
Lobe of lung.j,MESH,Visceral systems,organ,Lobe of lung,,j,,organ.lobeOfLung,0,
Lobe of thyroid gland.j,MESH,Visceral systems,organ,Lobe of thyroid gland,,j,,organ.lobeOfThyroidGland,0,
Lungs.j,MESH,Visceral systems,organ,Lungs,,j,,organ.lungs,0,
Main portal fissure.j,MESH,Visceral systems,organ,Main portal fissure,,j,,organ.mainPortalFissure,0,
Major salivary glands.j,MESH,Visceral systems,organ,Major salivary glands,,j,,organ.majorSalivaryGlands,0,
Male external genitalia.j,MESH,Visceral systems,organ,Male external genitalia,,j,,organ.maleExternalGenitalia,0,
Male genital system.j,MESH,Visceral systems,organ,Male genital system,,j,,organ.maleGenitalSystem,0,
Male internal genitalia.j,MESH,Visceral systems,organ,Male internal genitalia,,j,,organ.maleInternalGenitalia,0,
Medial basal segment of left lung (SVII).j,MESH,Visceral systems,organ,Medial basal segment of left lung (SVII),,j,,organ.medialBasalSegmentOfLeftLungSvii,0,
Medial basal segment of right lung (SVII).j,MESH,Visceral systems,organ,Medial basal segment of right lung (SVII),,j,,organ.medialBasalSegmentOfRightLungSvii,0,
Medial basal segmental bronchus of left lung (BVII),CURVE,Visceral systems,organ,Medial basal segmental bronchus of left lung (BVII),,,,organ.medialBasalSegmentalBronchusOfLeftLungBvii,0,
Medial basal segmental bronchus of right lung (BVII),CURVE,Visceral systems,organ,Medial basal segmental bronchus of right lung (BVII),,,,organ.medialBasalSegmentalBronchusOfRightLungBvii,0,
Medial border of kidney.j,MESH,Visceral systems,organ,Medial border of kidney,,j,,organ.medialBorderOfKidney,0,
Medial border of suprarenal gland.j,MESH,Visceral systems,organ,Medial border of suprarenal gland,,j,,organ.medialBorderOfSuprarenalGland,0,
Medial segment of right lung (SV).j,MESH,Visceral systems,organ,Medial segment of right lung (SV),,j,,organ.medialSegmentOfRightLungSv,0,
Medial segmental bronchus of right lung (BV),CURVE,Visceral systems,organ,Medial segmental bronchus of right lung (BV),,,,organ.medialSegmentalBronchusOfRightLungBv,0,
Medial surface of lung.j,MESH,Visceral systems,organ,Medial surface of lung,,j,,organ.medialSurfaceOfLung,0,
Medial surface of testis.j,MESH,Visceral systems,organ,Medial surface of testis,,j,,organ.medialSurfaceOfTestis,0,
Mediastinal surface of lung.j,MESH,Visceral systems,organ,Mediastinal surface of lung,,j,,organ.mediastinalSurfaceOfLung,0,
Meso-appendix,MESH,Visceral systems,organ,Meso-appendix,,,,organ.mesoAppendix,190,
Mesocolic taenia,MESH,Visceral systems,organ,Mesocolic taenia,,,,organ.mesocolicTaenia,85,
Mesocolon,MESH,Visceral systems,organ,Mesocolon,,,,organ.mesocolon,239,
Middle lobar bronchus.r,CURVE,Visceral systems,organ,Middle lobar bronchus,right,r,,organ.middleLobarBronchus,0,
Middle lobe of right lung,MESH,Visceral systems,organ,Middle lobe of right lung,,,,organ.middleLobeOfRightLung,940,
Mouth.j,MESH,Visceral systems,organ,Mouth,,j,,organ.mouth,0,
Mucosa of nasal cavity,MESH,Visceral systems,organ,Mucosa of nasal cavity,,,,organ.mucosaOfNasalCavity,308,
Mucosa of stomach,MESH,Visceral systems,organ,Mucosa of stomach,,,,organ.mucosaOfStomach,0,
Nasopharynx,MESH,Visceral systems,organ,Nasopharynx,,,,organ.nasopharynx,56,
Neck of gallbladder.j,MESH,Visceral systems,organ,Neck of gallbladder,,j,,organ.neckOfGallbladder,0,
Neck of pancreas.j,MESH,Visceral systems,organ,Neck of pancreas,,j,,organ.neckOfPancreas,0,
Neurohypophysis,MESH,Visceral systems,organ,Neurohypophysis,,,,organ.neurohypophysis,592,
Nose.j,MESH,Visceral systems,organ,Nose,,j,,organ.nose,0,
Notch for ligamentum teres.j,MESH,Visceral systems,organ,Notch for ligamentum teres,,j,,organ.notchForLigamentumTeres,0,
Oblique fissure of left lung.j,MESH,Visceral systems,organ,Oblique fissure of left lung,,j,,organ.obliqueFissureOfLeftLung,0,
Oblique fissure of right lung.j,MESH,Visceral systems,organ,Oblique fissure of right lung,,j,,organ.obliqueFissureOfRightLung,0,
Oesophageal impression of liver.j,MESH,Visceral systems,organ,Oesophageal impression of liver,,j,,organ.oesophagealImpressionOfLiver,0,
Oesophagus,CURVE,Visceral systems,organ,Oesophagus,,,,organ.oesophagus,0,
Omental eminence.j,MESH,Visceral systems,organ,Omental eminence,,j,,organ.omentalEminence,0,
Omental taenia,MESH,Visceral systems,organ,Omental taenia,,,,organ.omentalTaenia,78,
Omental tuberosity of liver.j,MESH,Visceral systems,organ,Omental tuberosity of liver,,j,,organ.omentalTuberosityOfLiver,0,
Oropharynx,MESH,Visceral systems,organ,Oropharynx,,,,organ.oropharynx,72,
Palate.j,MESH,Visceral systems,organ,Palate,,j,,organ.palate,0,
Pancreas,MESH,Visceral systems,organ,Pancreas,,,,organ.pancreas,5056,
Pancreas.j,MESH,Visceral systems,organ,Pancreas,,j,,organ.pancreas,0,
Pancreatic duct,CURVE,Visceral systems,organ,Pancreatic duct,,,,organ.pancreaticDuct,0,
Pancreatic notch.j,MESH,Visceral systems,organ,Pancreatic notch,,j,,organ.pancreaticNotch,0,
Papillary process.j,MESH,Visceral systems,organ,Papillary process,,j,,organ.papillaryProcess,0,
Paranasal sinuses.j,MESH,Visceral systems,organ,Paranasal sinuses,,j,,organ.paranasalSinuses,0,
Parathyroid gland.j,MESH,Visceral systems,organ,Parathyroid gland,,j,,organ.parathyroidGland,0,
Parotid duct.l,CURVE,Visceral systems,organ,Parotid duct,left,l,,organ.parotidDuct,0,
Parotid duct.r,CURVE,Visceral systems,organ,Parotid duct,right,r,,organ.parotidDuct,0,
Parotid gland.l,MESH,Visceral systems,organ,Parotid gland,left,l,,organ.parotidGland,94,
Parotid gland.r,MESH,Visceral systems,organ,Parotid gland,right,r,,organ.parotidGland,94,
Pars distalis of hypophysis.j,MESH,Visceral systems,organ,Pars distalis of hypophysis,,j,,organ.parsDistalisOfHypophysis,0,
Pars intermedia of hypophysis.j,MESH,Visceral systems,organ,Pars intermedia of hypophysis,,j,,organ.parsIntermediaOfHypophysis,0,
Pars nervosa of hypophysis.j,MESH,Visceral systems,organ,Pars nervosa of hypophysis,,j,,organ.parsNervosaOfHypophysis,0,
Pars tubelaris of hypophysis.j,MESH,Visceral systems,organ,Pars tubelaris of hypophysis,,j,,organ.parsTubelarisOfHypophysis,0,
Penis.j,MESH,Visceral systems,organ,Penis,,j,,organ.penis,0,
Peritoneal cavity.j,MESH,Visceral systems,organ,Peritoneal cavity,,j,,organ.peritonealCavity,0,
Peritoneal structures.j,MESH,Visceral systems,organ,Peritoneal structures,,j,,organ.peritonealStructures,0,
Peritoneum.j,MESH,Visceral systems,organ,Peritoneum,,j,,organ.peritoneum,0,
Pharynx.j,MESH,Visceral systems,organ,Pharynx,,j,,organ.pharynx,1,
Pineal gland,MESH,Visceral systems,organ,Pineal gland,,,,organ.pinealGland,592,
Pleura,MESH,Visceral systems,organ,Pleura,,,,organ.pleura,3580,
Porta hepatis.j,MESH,Visceral systems,organ,Porta hepatis,,j,,organ.portaHepatis,0,
Posterior basal segment of left lung (SX).j,MESH,Visceral systems,organ,Posterior basal segment of left lung (SX),,j,,organ.posteriorBasalSegmentOfLeftLungSx,0,
Posterior basal segment of right lung (SX).j,MESH,Visceral systems,organ,Posterior basal segment of right lung (SX),,j,,organ.posteriorBasalSegmentOfRightLungSx,0,
Posterior basal segmental bronchus of left lung (BX),CURVE,Visceral systems,organ,Posterior basal segmental bronchus of left lung (BX),,,,organ.posteriorBasalSegmentalBronchusOfLeftLungBx,0,
Posterior basal segmental bronchus of right lung (BX),CURVE,Visceral systems,organ,Posterior basal segmental bronchus of right lung (BX),,,,organ.posteriorBasalSegmentalBronchusOfRightLungBx,0,
Posterior border of testis.j,MESH,Visceral systems,organ,Posterior border of testis,,j,,organ.posteriorBorderOfTestis,0,
Posterior lateral segment of liver (VII),MESH,Visceral systems,organ,Posterior lateral segment of liver (VII),,,,organ.posteriorLateralSegmentOfLiverVii,300,
Posterior medial segment of liver (VIII),MESH,Visceral systems,organ,Posterior medial segment of liver (VIII),,,,organ.posteriorMedialSegmentOfLiverViii,447,
Posterior medial segment of liver (VIII).j,MESH,Visceral systems,organ,Posterior medial segment of liver (VIII),,j,,organ.posteriorMedialSegmentOfLiverViii,0,
Posterior part of liver.j,MESH,Visceral systems,organ,Posterior part of liver,,j,,organ.posteriorPartOfLiver,0,
Posterior segment of liver (I),MESH,Visceral systems,organ,Posterior segment of liver (I),,,,organ.posteriorSegmentOfLiverI,328,
Posterior segment of liver (I).j,MESH,Visceral systems,organ,Posterior segment of liver (I),,j,,organ.posteriorSegmentOfLiverI,0,
Posterior segment of right lung (SII).j,MESH,Visceral systems,organ,Posterior segment of right lung (SII),,j,,organ.posteriorSegmentOfRightLungSii,0,
Posterior segmental bronchus of right lung (BII),CURVE,Visceral systems,organ,Posterior segmental bronchus of right lung (BII),,,,organ.posteriorSegmentalBronchusOfRightLungBii,0,
Posterior surface of kidney.j,MESH,Visceral systems,organ,Posterior surface of kidney,,j,,organ.posteriorSurfaceOfKidney,0,
Posterior surface of liver.j,MESH,Visceral systems,organ,Posterior surface of liver,,j,,organ.posteriorSurfaceOfLiver,0,
Posterior surface of pancreas.j,MESH,Visceral systems,organ,Posterior surface of pancreas,,j,,organ.posteriorSurfaceOfPancreas,0,
Posterior surface of suprarenal gland.j,MESH,Visceral systems,organ,Posterior surface of suprarenal gland,,j,,organ.posteriorSurfaceOfSuprarenalGland,0,
Posterior wall of stomach.j,MESH,Visceral systems,organ,Posterior wall of stomach,,j,,organ.posteriorWallOfStomach,0,
Prostate,MESH,Visceral systems,organ,Prostate,,,,organ.prostate,468,
Pyloric antrum.j,MESH,Visceral systems,organ,Pyloric antrum,,j,,organ.pyloricAntrum,0,
Pyloric part.j,MESH,Visceral systems,organ,Pyloric part,,j,,organ.pyloricPart,0,
(Pyramidal lobe).j,MESH,Visceral systems,organ,Pyramidal lobe,,j,1,organ.pyramidalLobe,0,
Quadrate lobe.j,MESH,Visceral systems,organ,Quadrate lobe,,j,,organ.quadrateLobe,0,
Renal impression of liver.j,MESH,Visceral systems,organ,Renal impression of liver,,j,,organ.renalImpressionOfLiver,0,
Renal pelvis.l,MESH,Visceral systems,organ,Renal pelvis,left,l,,organ.renalPelvis,1450,
Renal pelvis.r,MESH,Visceral systems,organ,Renal pelvis,right,r,,organ.renalPelvis,1262,
Renal sinus.j,MESH,Visceral systems,organ,Renal sinus,,j,,organ.renalSinus,0,
Renal surface of suprarenal gland.j,MESH,Visceral systems,organ,Renal surface of suprarenal gland,,j,,organ.renalSurfaceOfSuprarenalGland,0,
Respiratory system.j,MESH,Visceral systems,organ,Respiratory system,,j,,organ.respiratorySystem,0,
Right inferior lobar bronchus,CURVE,Visceral systems,organ,Right inferior lobar bronchus,,,,organ.rightInferiorLobarBronchus,0,
Right lateral division of liver.j,MESH,Visceral systems,organ,Right lateral division of liver,,j,,organ.rightLateralDivisionOfLiver,0,
Right lobe of liver.j,MESH,Visceral systems,organ,Right lobe of liver,,j,,organ.rightLobeOfLiver,0,
Right lung.j,MESH,Visceral systems,organ,Right lung,,j,,organ.rightLung,0,
Right main bronchus,CURVE,Visceral systems,organ,Right main bronchus,,,,organ.rightMainBronchus,0,
Right medial division of liver.j,MESH,Visceral systems,organ,Right medial division of liver,,j,,organ.rightMedialDivisionOfLiver,0,
Right part of liver.j,MESH,Visceral systems,organ,Right part of liver,,j,,organ.rightPartOfLiver,0,
Right portal fissure.j,MESH,Visceral systems,organ,Right portal fissure,,j,,organ.rightPortalFissure,0,
Right superior lobar bronchus,CURVE,Visceral systems,organ,Right superior lobar bronchus,,,,organ.rightSuperiorLobarBronchus,0,
Right surface of liver.j,MESH,Visceral systems,organ,Right surface of liver,,j,,organ.rightSurfaceOfLiver,0,
Root of lung.j,MESH,Visceral systems,organ,Root of lung,,j,,organ.rootOfLung,0,
Salivary glands.j,MESH,Visceral systems,organ,Salivary glands,,j,,organ.salivaryGlands,0,
Seminal gland.l,MESH,Visceral systems,organ,Seminal gland,left,l,,organ.seminalGland,360,
Seminal gland.r,MESH,Visceral systems,organ,Seminal gland,right,r,,organ.seminalGland,360,
Sigmoid colon,MESH,Visceral systems,organ,Sigmoid colon,,,,organ.sigmoidColon,1663,
Small intestine.j,MESH,Visceral systems,organ,Small intestine,,j,,organ.smallIntestine,0,
Soft palate,MESH,Visceral systems,organ,Soft palate,,,,organ.softPalate,111,
Stomach,MESH,Visceral systems,organ,Stomach,,,,organ.stomach,1574,
Sublingual gland.l,MESH,Visceral systems,organ,Sublingual gland,left,l,,organ.sublingualGland,324,
Sublingual gland.r,MESH,Visceral systems,organ,Sublingual gland,right,r,,organ.sublingualGland,324,
Submandibular duct.l,CURVE,Visceral systems,organ,Submandibular duct,left,l,,organ.submandibularDuct,0,
Submandibular duct.r,CURVE,Visceral systems,organ,Submandibular duct,right,r,,organ.submandibularDuct,0,
Submandibular gland.l,MESH,Visceral systems,organ,Submandibular gland,left,l,,organ.submandibularGland,392,
Submandibular gland.r,MESH,Visceral systems,organ,Submandibular gland,right,r,,organ.submandibularGland,392,
Superior border of pancreas.j,MESH,Visceral systems,organ,Superior border of pancreas,,j,,organ.superiorBorderOfPancreas,0,
Superior border of suprarenal gland.j,MESH,Visceral systems,organ,Superior border of suprarenal gland,,j,,organ.superiorBorderOfSuprarenalGland,0,
Superior lingular segment of left lung (SIV).j,MESH,Visceral systems,organ,Superior lingular segment of left lung (SIV),,j,,organ.superiorLingularSegmentOfLeftLungSiv,0,
Superior lingular segmental bronchus of left lung (BIV),CURVE,Visceral systems,organ,Superior lingular segmental bronchus of left lung (BIV),,,,organ.superiorLingularSegmentalBronchusOfLeftLungBiv,0,
Superior lobe of left lung,MESH,Visceral systems,organ,Superior lobe of left lung,,,,organ.superiorLobeOfLeftLung,1190,
Superior lobe of right lung,MESH,Visceral systems,organ,Superior lobe of right lung,,,,organ.superiorLobeOfRightLung,982,
Superior parathyroid gland.l,MESH,Visceral systems,organ,Superior parathyroid gland,left,l,,organ.superiorParathyroidGland,4,
Superior parathyroid gland.r,MESH,Visceral systems,organ,Superior parathyroid gland,right,r,,organ.superiorParathyroidGland,4,
Superior pole of kidney.j,MESH,Visceral systems,organ,Superior pole of kidney,,j,,organ.superiorPoleOfKidney,0,
Superior pole of testis.j,MESH,Visceral systems,organ,Superior pole of testis,,j,,organ.superiorPoleOfTestis,0,
Superior segment of left lung (SVI).j,MESH,Visceral systems,organ,Superior segment of left lung (SVI),,j,,organ.superiorSegmentOfLeftLungSvi,0,
Superior segment of right lung (SVI).j,MESH,Visceral systems,organ,Superior segment of right lung (SVI),,j,,organ.superiorSegmentOfRightLungSvi,0,
Superior segmental bronchus of left lung (BVI),CURVE,Visceral systems,organ,Superior segmental bronchus of left lung (BVI),,,,organ.superiorSegmentalBronchusOfLeftLungBvi,0,
Superior segmental bronchus of right lung (BVI),CURVE,Visceral systems,organ,Superior segmental bronchus of right lung (BVI),,,,organ.superiorSegmentalBronchusOfRightLungBvi,0,
Superior surface of liver.j,MESH,Visceral systems,organ,Superior surface of liver,,j,,organ.superiorSurfaceOfLiver,0,
Suprarenal gland.l,MESH,Visceral systems,organ,Suprarenal gland,left,l,,organ.suprarenalGland,3996,
Suprarenal gland.r,MESH,Visceral systems,organ,Suprarenal gland,right,r,,organ.suprarenalGland,2294,
Suprarenal impression of liver.j,MESH,Visceral systems,organ,Suprarenal impression of liver,,j,,organ.suprarenalImpressionOfLiver,0,
Taeniae coli.j,MESH,Visceral systems,organ,Taeniae coli,,j,,organ.taeniaeColi,0,
Tail of pancreas.j,MESH,Visceral systems,organ,Tail of pancreas,,j,,organ.tailOfPancreas,0,
Testis.l,MESH,Visceral systems,organ,Testis,left,l,,organ.testis,226,
Testis.r,MESH,Visceral systems,organ,Testis,right,r,,organ.testis,226,
Thoracic cavity.j,MESH,Visceral systems,organ,Thoracic cavity,,j,,organ.thoracicCavity,0,
Thyroid gland,MESH,Visceral systems,organ,Thyroid gland,,,,organ.thyroidGland,68,
Tongue,MESH,Visceral systems,organ,Tongue,,,,organ.tongue,602,
Trachea,MESH,Visceral systems,organ,Trachea,,,,organ.trachea,4516,
Tracheobronchial tree.j,MESH,Visceral systems,organ,Tracheobronchial tree,,j,,organ.tracheobronchialTree,0,
Transverse colon,MESH,Visceral systems,organ,Transverse colon,,,,organ.transverseColon,258,
Umbilical fissure.j,MESH,Visceral systems,organ,Umbilical fissure,,j,,organ.umbilicalFissure,0,
Uncinate process of pancreas.j,MESH,Visceral systems,organ,Uncinate process of pancreas,,j,,organ.uncinateProcessOfPancreas,0,
Ureter.l,CURVE,Visceral systems,organ,Ureter,left,l,,organ.ureter,0,
Ureter.r,CURVE,Visceral systems,organ,Ureter,right,r,,organ.ureter,0,
Urethra,CURVE,Visceral systems,organ,Urethra,,,,organ.urethra,0,
Urinary bladder,MESH,Visceral systems,organ,Urinary bladder,,,,organ.urinaryBladder,506,
Urinary system.j,MESH,Visceral systems,organ,Urinary system,,j,,organ.urinarySystem,0,
Uvula of palate,MESH,Visceral systems,organ,Uvula of palate,,,,organ.uvulaOfPalate,1502,
Vermiform appendix,MESH,Visceral systems,organ,Vermiform appendix,,,,organ.vermiformAppendix,442,
Visceral fasciae of abdominopelvic cavity.j,MESH,Visceral systems,organ,Visceral fasciae of abdominopelvic cavity,,j,,organ.visceralFasciaeOfAbdominopelvicCavity,0,
Visceral surface of liver.j,MESH,Visceral systems,organ,Visceral surface of liver,,j,,organ.visceralSurfaceOfLiver,0,
Visceral systems.g,MESH,Visceral systems,organ,Visceral systems.g,,,,organ.visceralSystemsG,738,
Anal region.l,MESH,Regions of human body,region,Anal region,left,l,,region.analRegion,7,
Anal region.r,MESH,Regions of human body,region,Anal region,right,r,,region.analRegion,7,
Angle of mouth.l,MESH,Regions of human body,region,Angle of mouth,left,l,,region.angleOfMouth,15,
Angle of mouth.r,MESH,Regions of human body,region,Angle of mouth,right,r,,region.angleOfMouth,15,
Antebrachial region.j,MESH,Regions of human body,region,Antebrachial region,,j,,region.antebrachialRegion,0,
Anterior notch of auricle.l,MESH,Regions of human body,region,Anterior notch of auricle,left,l,,region.anteriorNotchOfAuricle,49,
Anterior notch of auricle.r,MESH,Regions of human body,region,Anterior notch of auricle,right,r,,region.anteriorNotchOfAuricle,49,
Anterior region of ankle.l,MESH,Regions of human body,region,Anterior region of ankle,left,l,,region.anteriorRegionOfAnkle,110,
Anterior region of ankle.r,MESH,Regions of human body,region,Anterior region of ankle,right,r,,region.anteriorRegionOfAnkle,110,
Anterior region of arm.l,MESH,Regions of human body,region,Anterior region of arm,left,l,,region.anteriorRegionOfArm,214,
Anterior region of arm.r,MESH,Regions of human body,region,Anterior region of arm,right,r,,region.anteriorRegionOfArm,214,
Anterior region of elbow.l,MESH,Regions of human body,region,Anterior region of elbow,left,l,,region.anteriorRegionOfElbow,92,
Anterior region of elbow.r,MESH,Regions of human body,region,Anterior region of elbow,right,r,,region.anteriorRegionOfElbow,92,
Anterior region of forearm.l,MESH,Regions of human body,region,Anterior region of forearm,left,l,,region.anteriorRegionOfForearm,265,
Anterior region of forearm.r,MESH,Regions of human body,region,Anterior region of forearm,right,r,,region.anteriorRegionOfForearm,265,
Anterior region of knee.l,MESH,Regions of human body,region,Anterior region of knee,left,l,,region.anteriorRegionOfKnee,163,
